"","OBJECTID","ID","NAME","ALT_NAME","CROSS_ST","LONG_NAME","LABEL","BOROUGH","NGHBHD","ROUTES","TRANSFERS","COLOR","EXPRESS","CLOSED","lng","lat","UNIQUEID"
"3041",304,365,"57th St",NA,"7th Ave","57th St (N,Q,R,W) Manhattan","57th St (N,Q,R,W)","Manhattan",NA,"N","N,R,Q,W","YELLOW","express",NA,-73.9800405189307,40.7655140426612,"78c9b0f5f5e8b2fe0d3873a99f0375a3"
"3042",304,365,"57th St",NA,"7th Ave","57th St (N,Q,R,W) Manhattan","57th St (N,Q,R,W)","Manhattan",NA,"Q","N,R,Q,W","YELLOW","express",NA,-73.9800405189307,40.7655140426612,"94620d40233e816f37319c3fa913413f"
"3043",304,365,"57th St",NA,"7th Ave","57th St (N,Q,R,W) Manhattan","57th St (N,Q,R,W)","Manhattan",NA,"R","N,R,Q,W","YELLOW","express",NA,-73.9800405189307,40.7655140426612,"c15b2b2b5c501236bf572b2e2f043da6"
"3044",304,365,"57th St",NA,"7th Ave","57th St (N,Q,R,W) Manhattan","57th St (N,Q,R,W)","Manhattan",NA,"W","N,R,Q,W","YELLOW","express",NA,-73.9800405189307,40.7655140426612,"334ea90e9623dbb77f2a2d4026e0793d"
"3061",306,116,"59th St","Lexington Ave","Lexington Ave","59th St / Lexington Ave (4,5,6) Manhattan","59th St / Lexington Ave (4,5,6)","Manhattan",NA,"4","F,N,R,W,4,5,6","GREEN","express",NA,-73.9681672801465,40.762245974797,"9c3337f806be4e4c264ece6508c54e63"
"3062",306,116,"59th St","Lexington Ave","Lexington Ave","59th St / Lexington Ave (4,5,6) Manhattan","59th St / Lexington Ave (4,5,6)","Manhattan",NA,"5","F,N,R,W,4,5,6","GREEN","express",NA,-73.9681672801465,40.762245974797,"0d850765ca2f7f932d2bffde0e95dbbc"
"3063",306,116,"59th St","Lexington Ave","Lexington Ave","59th St / Lexington Ave (4,5,6) Manhattan","59th St / Lexington Ave (4,5,6)","Manhattan",NA,"6","F,N,R,W,4,5,6","GREEN","express",NA,-73.9681672801465,40.762245974797,"0649836c0ee082364faafc62e61d3fae"
"3071",307,187,"59th St","Columbus Circle","8th Ave","59th St / Columbus Circle (A,B,C,D) Manhattan","59th St / Columbus Circle (A,B,C,D)","Manhattan",NA,"A","A,B,C,D,1","BLUE-ORANGE","express",NA,-73.9819157395929,40.7680380103219,"0da1360850c7c8cd6348d491c673d425"
"3072",307,187,"59th St","Columbus Circle","8th Ave","59th St / Columbus Circle (A,B,C,D) Manhattan","59th St / Columbus Circle (A,B,C,D)","Manhattan",NA,"B","A,B,C,D,1","BLUE-ORANGE","express",NA,-73.9819157395929,40.7680380103219,"7307dac549f3b52268627bba977f6c72"
"3073",307,187,"59th St","Columbus Circle","8th Ave","59th St / Columbus Circle (A,B,C,D) Manhattan","59th St / Columbus Circle (A,B,C,D)","Manhattan",NA,"C","A,B,C,D,1","BLUE-ORANGE","express",NA,-73.9819157395929,40.7680380103219,"f33eef362729a4739011739e53dd5d18"
"3074",307,187,"59th St","Columbus Circle","8th Ave","59th St / Columbus Circle (A,B,C,D) Manhattan","59th St / Columbus Circle (A,B,C,D)","Manhattan",NA,"D","A,B,C,D,1","BLUE-ORANGE","express",NA,-73.9819157395929,40.7680380103219,"007d9a94458f4805a747edb18a620bab"
"3091",309,256,"5th Ave","53rd St","53rd St","5th Ave / 53rd St (E,V) Manhattan","5th Ave / 53rd St (E,V)","Manhattan",NA,"E","E,V","BLUE-ORANGE","express",NA,-73.9758113541664,40.7604200820152,"e14a20550a61ab4a46bf6e2aa8fbf154"
"3092",309,256,"5th Ave","53rd St","53rd St","5th Ave / 53rd St (E,V) Manhattan","5th Ave / 53rd St (E,V)","Manhattan",NA,"V","E,V","BLUE-ORANGE","express",NA,-73.9758113541664,40.7604200820152,"4a7e35a1ba4a06277feb87b90ba75ce3"
"3101",310,364,"5th Ave",NA,"59th St","5th Ave (N,R,W) Manhattan","5th Ave (N,R,W)","Manhattan",NA,"N","N,R,W","YELLOW",NA,NA,-73.9725834570167,40.7648490179847,"f7399218aa0e604a4d6e70ce44d01219"
"3102",310,364,"5th Ave",NA,"59th St","5th Ave (N,R,W) Manhattan","5th Ave (N,R,W)","Manhattan",NA,"R","N,R,W","YELLOW",NA,NA,-73.9725834570167,40.7648490179847,"4120ea82c696d04792bb6e9b241dd81b"
"3103",310,364,"5th Ave",NA,"59th St","5th Ave (N,R,W) Manhattan","5th Ave (N,R,W)","Manhattan",NA,"W","N,R,W","YELLOW",NA,NA,-73.9725834570167,40.7648490179847,"ac3a3778f14893ddfb496193b705e8ed"
"3141",314,188,"72nd St",NA,"Central Park West","72nd St (B,C) Manhattan","72nd St (B,C)","Manhattan",NA,"B","B,C","BLUE-ORANGE",NA,NA,-73.9759647795637,40.7761954929467,"4fe8ec866c639dd2241be68b2025b347"
"3142",314,188,"72nd St",NA,"Central Park West","72nd St (B,C) Manhattan","72nd St (B,C)","Manhattan",NA,"C","B,C","BLUE-ORANGE",NA,NA,-73.9759647795637,40.7761954929467,"0dabb7e93e803de4da49b25a42e43b8c"
"3151",315,18,"72nd St",NA,"Broadway","72nd St (1,2,3) Manhattan","72nd St (1,2,3)","Manhattan",NA,"1","1,2,3","RED","express",NA,-73.9819184364852,40.7787536067611,"50703783aeb98ae253261490a8c40405"
"3152",315,18,"72nd St",NA,"Broadway","72nd St (1,2,3) Manhattan","72nd St (1,2,3)","Manhattan",NA,"2","1,2,3","RED","express",NA,-73.9819184364852,40.7787536067611,"dce9fc5815d74d2fc04c6cf3fe4d103c"
"3153",315,18,"72nd St",NA,"Broadway","72nd St (1,2,3) Manhattan","72nd St (1,2,3)","Manhattan",NA,"3","1,2,3","RED","express",NA,-73.9819184364852,40.7787536067611,"05b26338ca4f8f3cf97bc6685eb0c268"
"3181",318,255,"7th Ave",NA,"53rd St","7th Ave (B,D,E) Manhattan","7th Ave (B,D,E)","Manhattan",NA,"B","B,D,E","BLUE-ORANGE","express",NA,-73.9818691697069,40.7629956438766,"911e62535b21c07e94f9a0ee6af4628a"
"3182",318,255,"7th Ave",NA,"53rd St","7th Ave (B,D,E) Manhattan","7th Ave (B,D,E)","Manhattan",NA,"D","B,D,E","BLUE-ORANGE","express",NA,-73.9818691697069,40.7629956438766,"6d6a4ea9277b612113097a4068fbcb88"
"3183",318,255,"7th Ave",NA,"53rd St","7th Ave (B,D,E) Manhattan","7th Ave (B,D,E)","Manhattan",NA,"E","B,D,E","BLUE-ORANGE","express",NA,-73.9818691697069,40.7629956438766,"3fed99d961e019a3e220ae9f247526fa"
"3191",319,189,"81st St","Museum of Natural Hist.","Central Park West","81st St / Museum of Natural Hist. (B,C) Manhattan","81st St / Museum of Natural Hist. (B,C)","Manhattan",NA,"B","B,C","BLUE-ORANGE",NA,NA,-73.9717337361925,40.7820064126029,"bc830a4dcfcdd75487fd58ff53b56039"
"3192",319,189,"81st St","Museum of Natural Hist.","Central Park West","81st St / Museum of Natural Hist. (B,C) Manhattan","81st St / Museum of Natural Hist. (B,C)","Manhattan",NA,"C","B,C","BLUE-ORANGE",NA,NA,-73.9717337361925,40.7820064126029,"070b9554f487bd444ce567e72d4976d3"
"3201",320,119,"86th St",NA,"Lexington Ave","86th St (4,5,6) Manhattan","86th St (4,5,6)","Manhattan",NA,"4","4,5,6","GREEN","express",NA,-73.9555889991208,40.7794920013889,"2acf1933f2cef83c50819acb805ca1e9"
"3202",320,119,"86th St",NA,"Lexington Ave","86th St (4,5,6) Manhattan","86th St (4,5,6)","Manhattan",NA,"5","4,5,6","GREEN","express",NA,-73.9555889991208,40.7794920013889,"7a86c8007ed9b190e2cce14db1fdd579"
"3203",320,119,"86th St",NA,"Lexington Ave","86th St (4,5,6) Manhattan","86th St (4,5,6)","Manhattan",NA,"6","4,5,6","GREEN","express",NA,-73.9555889991208,40.7794920013889,"faea6a7c50cd6339f522160a8f076d5d"
"3212",321,190,"86th St",NA,"Central Park West","86th St (B,C) Manhattan","86th St (B,C)","Manhattan",NA,"B","B,C","BLUE-ORANGE",NA,NA,-73.9693127216862,40.7853106605073,"4009289749d1340587d3693c2d1dd18c"
"3213",321,190,"86th St",NA,"Central Park West","86th St (B,C) Manhattan","86th St (B,C)","Manhattan",NA,"C","B,C","BLUE-ORANGE",NA,NA,-73.9693127216862,40.7853106605073,"ce41b18e0fff2894c9ba1aac74f93192"
"3231",323,439,"8th Ave","14th St","14 St","8th Ave / 14th St (A,C,E,L) Manhattan","8th Ave / 14th St (A,C,E,L)","Manhattan",NA,"A","A,C,E,L","BLUE-GREY","express",NA,-74.0024881829985,40.7397989294431,"28c42fed464c483de8e7af40a336aaba"
"3232",323,439,"8th Ave","14th St","14 St","8th Ave / 14th St (A,C,E,L) Manhattan","8th Ave / 14th St (A,C,E,L)","Manhattan",NA,"C","A,C,E,L","BLUE-GREY","express",NA,-74.0024881829985,40.7397989294431,"9f3738c297c10086a65d9d309d430043"
"3233",323,439,"8th Ave","14th St","14 St","8th Ave / 14th St (A,C,E,L) Manhattan","8th Ave / 14th St (A,C,E,L)","Manhattan",NA,"E","A,C,E,L","BLUE-GREY","express",NA,-74.0024881829985,40.7397989294431,"19541a4dede6d6961ceffa5042fcc10a"
"3234",323,439,"8th Ave","14th St","14 St","8th Ave / 14th St (A,C,E,L) Manhattan","8th Ave / 14th St (A,C,E,L)","Manhattan",NA,"L","A,C,E,L","BLUE-GREY","express",NA,-74.0024881829985,40.7397989294431,"3d6ee3bbedd871450690de6af0b82868"
"3241",324,372,"8th St","New York University","Broadway","8th St / New York University (N,R,W) Manhattan","8th St / New York University (N,R,W)","Manhattan",NA,"N","N,R,W","YELLOW",NA,NA,-73.9924197719643,40.7305746208496,"87158888ee16d8e5d98e375ca6c4e05b"
"3242",324,372,"8th St","New York University","Broadway","8th St / New York University (N,R,W) Manhattan","8th St / New York University (N,R,W)","Manhattan",NA,"R","N,R,W","YELLOW",NA,NA,-73.9924197719643,40.7305746208496,"64ca8ad91dd6f5ea360ac471a92bae5d"
"3243",324,372,"8th St","New York University","Broadway","8th St / New York University (N,R,W) Manhattan","8th St / New York University (N,R,W)","Manhattan",NA,"W","N,R,W","YELLOW",NA,NA,-73.9924197719643,40.7305746208496,"ba284965dfc7c21dd0af69e8623f2f55"
"3261",326,191,"96th St",NA,"Central Park West","96th St (B,C) Manhattan","96th St (B,C)","Manhattan",NA,"B","B,C","BLUE-ORANGE",NA,NA,-73.964681998548,40.7916740009111,"079229921cd0474fe052b82aeaf91152"
"3262",326,191,"96th St",NA,"Central Park West","96th St (B,C) Manhattan","96th St (B,C)","Manhattan",NA,"C","B,C","BLUE-ORANGE",NA,NA,-73.964681998548,40.7916740009111,"e6b0cca927c50f316aa5696385d28088"
"3271",327,21,"96th St",NA,"Broadway","96th St (1,2,3) Manhattan","96th St (1,2,3)","Manhattan",NA,"1","1,2,3","RED","express",NA,-73.9718079852052,40.7946577707848,"50300c4524042f659997e5d6eeadca5f"
"3272",327,21,"96th St",NA,"Broadway","96th St (1,2,3) Manhattan","96th St (1,2,3)","Manhattan",NA,"2","1,2,3","RED","express",NA,-73.9718079852052,40.7946577707848,"19876d0c865dea7c996d92f8ffb8c197"
"3273",327,21,"96th St",NA,"Broadway","96th St (1,2,3) Manhattan","96th St (1,2,3)","Manhattan",NA,"3","1,2,3","RED","express",NA,-73.9718079852052,40.7946577707848,"a050359118d607136d7c3da79d117e21"
"3301",330,308,"Bowery",NA,"Delancey St","Bowery (J,M,Z) Manhattan","Bowery (J,M,Z)","Manhattan",NA,"J","J,M,Z","BROWN",NA,NA,-73.9940289655998,40.7203209283726,"2f81fd5b6f9f094e351a4d0e8b536bd8"
"3302",330,308,"Bowery",NA,"Delancey St","Bowery (J,M,Z) Manhattan","Bowery (J,M,Z)","Manhattan",NA,"M","J,M,Z","BROWN",NA,NA,-73.9940289655998,40.7203209283726,"a573fcb8fdbc1fdcaf8802414ed46051"
"3303",330,308,"Bowery",NA,"Delancey St","Bowery (J,M,Z) Manhattan","Bowery (J,M,Z)","Manhattan",NA,"Z","J,M,Z","BROWN",NA,NA,-73.9940289655998,40.7203209283726,"1a73bd9ea2d8bd6a235cf17b1dc0e4b2"
"3311",331,102,"Bowling Green",NA,"Broadway","Bowling Green (4,5) Manhattan","Bowling Green (4,5)","Manhattan",NA,"4","4,5","GREEN","express",NA,-74.0140079995516,40.7049140010191,"e60298466e9d49379314f0917ab2110d"
"3312",331,102,"Bowling Green",NA,"Broadway","Bowling Green (4,5) Manhattan","Bowling Green (4,5)","Manhattan",NA,"5","4,5","GREEN","express",NA,-74.0140079995516,40.7049140010191,"b890da0bb280980a2ee0d78bd4d4c881"
"3321",332,304,"Broad St",NA,"Wall St","Broad St (J,M,Z) Manhattan","Broad St (J,M,Z)","Manhattan",NA,"J","J,M,Z","BROWN","express",NA,-74.0106714688736,40.7071048165172,"d58bf4bc064522f3f47b5fa1c675c72f"
"3322",332,304,"Broad St",NA,"Wall St","Broad St (J,M,Z) Manhattan","Broad St (J,M,Z)","Manhattan",NA,"M","J,M,Z","BROWN","express",NA,-74.0106714688736,40.7071048165172,"24d1fe2c4d815f65b3b92d2ed62482ab"
"3323",332,304,"Broad St",NA,"Wall St","Broad St (J,M,Z) Manhattan","Broad St (J,M,Z)","Manhattan",NA,"Z","J,M,Z","BROWN","express",NA,-74.0106714688736,40.7071048165172,"f84bc1ff0be116bd76f32f397a7a460e"
"3331",333,292,"Broadway-Lafayette St","Bleecker St","Houston St","Broadway-Lafayette St / Bleecker St (B,D,F,V) Manhattan","Broadway-Lafayette St / Bleecker St (B,D,F,V)","Manhattan",NA,"B","B,D,F,V,4,5,6","ORANGE","express",NA,-73.9956498473487,40.7251648749495,"08db5e7687c4f5fbb04c27f7c08dee29"
"3332",333,292,"Broadway-Lafayette St","Bleecker St","Houston St","Broadway-Lafayette St / Bleecker St (B,D,F,V) Manhattan","Broadway-Lafayette St / Bleecker St (B,D,F,V)","Manhattan",NA,"D","B,D,F,V,4,5,6","ORANGE","express",NA,-73.9956498473487,40.7251648749495,"e88ec233012a9907197f0a6e2832d258"
"3333",333,292,"Broadway-Lafayette St","Bleecker St","Houston St","Broadway-Lafayette St / Bleecker St (B,D,F,V) Manhattan","Broadway-Lafayette St / Bleecker St (B,D,F,V)","Manhattan",NA,"F","B,D,F,V,4,5,6","ORANGE","express",NA,-73.9956498473487,40.7251648749495,"25fa064dabbbe845f4738e7158a27205"
"3334",333,292,"Broadway-Lafayette St","Bleecker St","Houston St","Broadway-Lafayette St / Bleecker St (B,D,F,V) Manhattan","Broadway-Lafayette St / Bleecker St (B,D,F,V)","Manhattan",NA,"V","B,D,F,V,4,5,6","ORANGE","express",NA,-73.9956498473487,40.7251648749495,"97f51ce361c9ec0c2dcc51b73480487b"
"3341",334,218,"Broadway-Nassau St","Fulton St","Fulton St","Broadway-Nassau St / Fulton St (A,C) Manhattan","Broadway-Nassau St / Fulton St (A,C)","Manhattan",NA,"A","A,C,J,M,Z,2,3,4,5","BLUE","express",NA,-74.0083290002315,40.7104930008052,"ec312ee8612e9034b235edc876f193a9"
"3342",334,218,"Broadway-Nassau St","Fulton St","Fulton St","Broadway-Nassau St / Fulton St (A,C) Manhattan","Broadway-Nassau St / Fulton St (A,C)","Manhattan",NA,"C","A,C,J,M,Z,2,3,4,5","BLUE","express",NA,-74.0083290002315,40.7104930008052,"9b8b5387b47c81b60673b2fe4390faf9"
"3351",335,105,"Brooklyn Bridge","City Hall","Centre St","Brooklyn Bridge / City Hall (4,5,6) Manhattan","Brooklyn Bridge / City Hall (4,5,6)","Manhattan",NA,"4","J,M,Z,4,5,6","GREEN","express",NA,-74.0053960010417,40.7122130013643,"1cde70b2ca15816526760381bf54b13d"
"3352",335,105,"Brooklyn Bridge","City Hall","Centre St","Brooklyn Bridge / City Hall (4,5,6) Manhattan","Brooklyn Bridge / City Hall (4,5,6)","Manhattan",NA,"5","J,M,Z,4,5,6","GREEN","express",NA,-74.0053960010417,40.7122130013643,"677fd86dad24076862f7f02021e810a4"
"3353",335,105,"Brooklyn Bridge","City Hall","Centre St","Brooklyn Bridge / City Hall (4,5,6) Manhattan","Brooklyn Bridge / City Hall (4,5,6)","Manhattan",NA,"6","J,M,Z,4,5,6","GREEN","express",NA,-74.0053960010417,40.7122130013643,"0af7d7fe48ed39cce767f7887c8a73e3"
"3371",337,179,"Canal St",NA,"6th Ave","Canal St (A,C,E) Manhattan","Canal St (A,C,E)","Manhattan",NA,"A","A,C,E","BLUE","express",NA,-74.0054049990978,40.721907001414,"e9798fd82661179403b7cdd7dae02a98"
"3372",337,179,"Canal St",NA,"6th Ave","Canal St (A,C,E) Manhattan","Canal St (A,C,E)","Manhattan",NA,"C","A,C,E","BLUE","express",NA,-74.0054049990978,40.721907001414,"1f3c25b84e13e3ff46873ea9ba9793c7"
"3373",337,179,"Canal St",NA,"6th Ave","Canal St (A,C,E) Manhattan","Canal St (A,C,E)","Manhattan",NA,"E","A,C,E","BLUE","express",NA,-74.0054049990978,40.721907001414,"9872757cfa6e9a5a22213a3ffad9958d"
"3381",338,307,"Canal St",NA,"Centre St","Canal St (J,M,Z) Manhattan","Canal St (J,M,Z)","Manhattan",NA,"J","J,M,N,Q,R,W,Z,6","BROWN","express",NA,-73.9999338314919,40.718018195425,"79cd90dca3235d1ffcd8db41245be1e1"
"3382",338,307,"Canal St",NA,"Centre St","Canal St (J,M,Z) Manhattan","Canal St (J,M,Z)","Manhattan",NA,"M","J,M,N,Q,R,W,Z,6","BROWN","express",NA,-73.9999338314919,40.718018195425,"32932c12f0791e23413c5f786b26f579"
"3383",338,307,"Canal St",NA,"Centre St","Canal St (J,M,Z) Manhattan","Canal St (J,M,Z)","Manhattan",NA,"Z","J,M,N,Q,R,W,Z,6","BROWN","express",NA,-73.9999338314919,40.718018195425,"5ac4447e23df52407aac35c70a5de0c0"
"3391",339,374,"Canal St",NA,"Broadway","Canal St (N,Q,R,W) Manhattan","Canal St (N,Q,R,W)","Manhattan",NA,"N","J,M,N,Q,R,W,Z,6","YELLOW","express",NA,-74.0018632734107,40.7194121795583,"1d668d1d8302d0cbebf63a64ffd1ee55"
"3392",339,374,"Canal St",NA,"Broadway","Canal St (N,Q,R,W) Manhattan","Canal St (N,Q,R,W)","Manhattan",NA,"Q","J,M,N,Q,R,W,Z,6","YELLOW","express",NA,-74.0018632734107,40.7194121795583,"01e1fbcc46aaba0ec5ad7d9ca1dd17bf"
"3393",339,374,"Canal St",NA,"Broadway","Canal St (N,Q,R,W) Manhattan","Canal St (N,Q,R,W)","Manhattan",NA,"R","J,M,N,Q,R,W,Z,6","YELLOW","express",NA,-74.0018632734107,40.7194121795583,"57592bfb78410a3f26a52ed096da0b60"
"3394",339,374,"Canal St",NA,"Broadway","Canal St (N,Q,R,W) Manhattan","Canal St (N,Q,R,W)","Manhattan",NA,"W","J,M,N,Q,R,W,Z,6","YELLOW","express",NA,-74.0018632734107,40.7194121795583,"ff83db121d7827ac9bef30d813771a1c"
"3421",342,217,"Chambers St","Park Pl","Church St","Chambers St / Park Pl (A,C) Manhattan","Chambers St / Park Pl (A,C)","Manhattan",NA,"A","A,C,E,2,3","BLUE","express",NA,-74.0079863744785,40.7149151597429,"2fbc2121952ebd0e76baccc85a517a56"
"3422",342,217,"Chambers St","Park Pl","Church St","Chambers St / Park Pl (A,C) Manhattan","Chambers St / Park Pl (A,C)","Manhattan",NA,"C","A,C,E,2,3","BLUE","express",NA,-74.0079863744785,40.7149151597429,"f4c0a911f45ef7e11c04717a3fe98b81"
"3431",343,306,"Chambers St","Brooklyn Bridge","Centre St","Chambers St / Brooklyn Bridge (J,M,Z) Manhattan","Chambers St / Brooklyn Bridge (J,M,Z)","Manhattan",NA,"J","J,M,Z,4,5,6","BROWN","express",NA,-74.0038514483097,40.7130408702152,"356c02ebab9298323ccc86141c1c0e6d"
"3432",343,306,"Chambers St","Brooklyn Bridge","Centre St","Chambers St / Brooklyn Bridge (J,M,Z) Manhattan","Chambers St / Brooklyn Bridge (J,M,Z)","Manhattan",NA,"M","J,M,Z,4,5,6","BROWN","express",NA,-74.0038514483097,40.7130408702152,"4ee96312f394a5904994a87d0c64aa2d"
"3433",343,306,"Chambers St","Brooklyn Bridge","Centre St","Chambers St / Brooklyn Bridge (J,M,Z) Manhattan","Chambers St / Brooklyn Bridge (J,M,Z)","Manhattan",NA,"Z","J,M,Z,4,5,6","BROWN","express",NA,-74.0038514483097,40.7130408702152,"4317d963b7953b501c64590f91391e54"
"3441",344,4,"Chambers St",NA,"West Broadway","Chambers St (1,2,3) Manhattan","Chambers St (1,2,3)","Manhattan",NA,"1","1,2,3","RED","express",NA,-74.0092380011469,40.7155140019216,"1c20169c4bddcf9dca9a2576577b040a"
"3442",344,4,"Chambers St",NA,"West Broadway","Chambers St (1,2,3) Manhattan","Chambers St (1,2,3)","Manhattan",NA,"2","1,2,3","RED","express",NA,-74.0092380011469,40.7155140019216,"8ae33c3721530cdf808b30f6f2d1a6e0"
"3443",344,4,"Chambers St",NA,"West Broadway","Chambers St (1,2,3) Manhattan","Chambers St (1,2,3)","Manhattan",NA,"3","1,2,3","RED","express",NA,-74.0092380011469,40.7155140019216,"e567e5576f8dc17ce7d0295cc607a62b"
"3461",346,375,"City Hall",NA,"Broadway","City Hall (R,W) Manhattan","City Hall (R,W)","Manhattan",NA,"R","R,W","YELLOW",NA,NA,-74.0070409988307,40.7132720009284,"edab40901c5f3519c8c315088ddbcd44"
"3462",346,375,"City Hall",NA,"Broadway","City Hall (R,W) Manhattan","City Hall (R,W)","Manhattan",NA,"W","R,W","YELLOW",NA,NA,-74.0070409988307,40.7132720009284,"7913c540227f1ff84d5449e05a896f6a"
"3471",347,301,"Essex St","Delancey St","Delancey St","Essex St / Delancey St (F,J,M,Z) Manhattan","Essex St / Delancey St (F,J,M,Z)","Manhattan",NA,"F","F,J,M,Z","BROWN-ORANGE","express",NA,-73.9882021793358,40.7185313179353,"2a8d666685347ec82ac1af7f903a7f1c"
"3472",347,301,"Essex St","Delancey St","Delancey St","Essex St / Delancey St (F,J,M,Z) Manhattan","Essex St / Delancey St (F,J,M,Z)","Manhattan",NA,"J","F,J,M,Z","BROWN-ORANGE","express",NA,-73.9882021793358,40.7185313179353,"6441147b35b36ccba886854e71cf2c3b"
"3473",347,301,"Essex St","Delancey St","Delancey St","Essex St / Delancey St (F,J,M,Z) Manhattan","Essex St / Delancey St (F,J,M,Z)","Manhattan",NA,"M","F,J,M,Z","BROWN-ORANGE","express",NA,-73.9882021793358,40.7185313179353,"dff8396e5eec922f2d89af1cbf07b133"
"3474",347,301,"Essex St","Delancey St","Delancey St","Essex St / Delancey St (F,J,M,Z) Manhattan","Essex St / Delancey St (F,J,M,Z)","Manhattan",NA,"Z","F,J,M,Z","BROWN-ORANGE","express",NA,-73.9882021793358,40.7185313179353,"510bd17bccdf376c5f729f95f4884454"
"3521",352,104,"Fulton St","Broadway-Nassau St","Broadway","Fulton St / Broadway-Nassau St (4,5) Manhattan","Fulton St / Broadway-Nassau St (4,5)","Manhattan",NA,"4","A,C,J,M,Z,2,3,4,5","GREEN","express",NA,-74.0090910348331,40.7108604936398,"40a68ea00964dfc97dcc25c00859279e"
"3522",352,104,"Fulton St","Broadway-Nassau St","Broadway","Fulton St / Broadway-Nassau St (4,5) Manhattan","Fulton St / Broadway-Nassau St (4,5)","Manhattan",NA,"5","A,C,J,M,Z,2,3,4,5","GREEN","express",NA,-74.0090910348331,40.7108604936398,"7f57cb1bf28915ee9ba7953a98b30581"
"3531",353,305,"Fulton St","Broadway-Nassau St","Nassau St","Fulton St / Broadway-Nassau St (J,M,Z) Manhattan","Fulton St / Broadway-Nassau St (J,M,Z)","Manhattan",NA,"J","A,C,J,M,Z,2,3,4,5","BROWN","express",NA,-74.007744999628,40.7102150021283,"2f5d731732d2c60e3101748d4512fb1d"
"3532",353,305,"Fulton St","Broadway-Nassau St","Nassau St","Fulton St / Broadway-Nassau St (J,M,Z) Manhattan","Fulton St / Broadway-Nassau St (J,M,Z)","Manhattan",NA,"M","A,C,J,M,Z,2,3,4,5","BROWN","express",NA,-74.007744999628,40.7102150021283,"2fc4fe934494db20d97f1d48ee3aa561"
"3533",353,305,"Fulton St","Broadway-Nassau St","Nassau St","Fulton St / Broadway-Nassau St (J,M,Z) Manhattan","Fulton St / Broadway-Nassau St (J,M,Z)","Manhattan",NA,"Z","A,C,J,M,Z,2,3,4,5","BROWN","express",NA,-74.007744999628,40.7102150021283,"0014736637c7795e95b83e7b8c5492ca"
"3541",354,71,"Fulton St","Broadway-Nassau St","William St","Fulton St / Broadway-Nassau St (2,3) Manhattan","Fulton St / Broadway-Nassau St (2,3)","Manhattan",NA,"2","A,C,J,M,Z,2,3,4,5","RED","express",NA,-74.0064038934397,40.7095479524215,"04763c3d96fddbc95e7e7a6a54eaf275"
"3542",354,71,"Fulton St","Broadway-Nassau St","William St","Fulton St / Broadway-Nassau St (2,3) Manhattan","Fulton St / Broadway-Nassau St (2,3)","Manhattan",NA,"3","A,C,J,M,Z,2,3,4,5","RED","express",NA,-74.0064038934397,40.7095479524215,"cb4468702a2e9003130bd035230fc97c"
"3551",355,114,"Grand Central","42nd St","Lexington Ave","Grand Central / 42nd St (4,5,6) Manhattan","Grand Central / 42nd St (4,5,6)","Manhattan",NA,"4","S,4,5,6,7","GREEN","express",NA,-73.9770762500737,40.7518958014252,"4fe78ce98b6ef8d991530f027c1eafab"
"3552",355,114,"Grand Central","42nd St","Lexington Ave","Grand Central / 42nd St (4,5,6) Manhattan","Grand Central / 42nd St (4,5,6)","Manhattan",NA,"5","S,4,5,6,7","GREEN","express",NA,-73.9770762500737,40.7518958014252,"2ee4000af4ffd27520e77eb721168039"
"3553",355,114,"Grand Central","42nd St","Lexington Ave","Grand Central / 42nd St (4,5,6) Manhattan","Grand Central / 42nd St (4,5,6)","Manhattan",NA,"6","S,4,5,6,7","GREEN","express",NA,-73.9770762500737,40.7518958014252,"a9ade4208e65b702266a21967e050b01"
"3581",358,291,"Grand St",NA,"Chrystie St","Grand St (B,D) Manhattan","Grand St (B,D)","Manhattan",NA,"B","B,D","ORANGE","express",NA,-73.993807497312,40.7181584446685,"09d9f47d42630baf6cfeca1abdce8d42"
"3582",358,291,"Grand St",NA,"Chrystie St","Grand St (B,D) Manhattan","Grand St (B,D)","Manhattan",NA,"D","B,D","ORANGE","express",NA,-73.993807497312,40.7181584446685,"d8ea2ef1efec98a65571ee006b8afbb7"
"3601",360,363,"Lexington Ave","59th St","59th St","Lexington Ave / 59th St (N,R,W) Manhattan","Lexington Ave / 59th St (N,R,W)","Manhattan",NA,"N","F,N,R,W,4,5,6","YELLOW",NA,NA,-73.9676837875593,40.7628297134837,"e0d371626fdb475ced0fda998b80b842"
"3602",360,363,"Lexington Ave","59th St","59th St","Lexington Ave / 59th St (N,R,W) Manhattan","Lexington Ave / 59th St (N,R,W)","Manhattan",NA,"R","F,N,R,W,4,5,6","YELLOW",NA,NA,-73.9676837875593,40.7628297134837,"1ae2cb17a89bb3aa29dd2922c601c1de"
"3603",360,363,"Lexington Ave","59th St","59th St","Lexington Ave / 59th St (N,R,W) Manhattan","Lexington Ave / 59th St (N,R,W)","Manhattan",NA,"W","F,N,R,W,4,5,6","YELLOW",NA,NA,-73.9676837875593,40.7628297134837,"42c4220f8c76b12dceb6ef0856e5ef60"
"3631",363,257,"Lexington Ave","53rd St","53rd St","Lexington Ave / 53rd St (E,V) Manhattan","Lexington Ave / 53rd St (E,V)","Manhattan",NA,"E","E,V,4,6","BLUE-ORANGE","express",NA,-73.9709846389131,40.7583672430501,"d4a26144942100af7f67b0c1d8bf14f6"
